,income_type,children,days_employed,dob_years,education_id,family_status_id,gender,debt,total_income,purpose,total_income_category,purpose_category
274,компаньон,2,2960.303371909748,59,1,2,F,1,320526,жилье,B,операции с недвижимостью
275,сотрудник,0,5123.128065177161,47,1,0,F,0,166863,профильное образование,C,получение образования
276,госслужащий,0,5078.550816422049,29,1,3,F,0,82746,покупка коммерческой недвижимости,C,операции с недвижимостью
277,сотрудник,0,648.6512129349777,28,0,4,F,0,98974,дополнительное образование,C,получение образования
278,компаньон,0,3453.4379048720207,45,1,0,F,0,246126,строительство собственной недвижимости,B,операции с недвижимостью
279,сотрудник,0,3686.839198176403,61,1,0,M,0,212432,дополнительное образование,B,получение образования
280,сотрудник,0,604.4302442537195,48,1,1,F,0,151710,на проведение свадьбы,C,проведение свадьбы
281,сотрудник,3,853.4602854559835,41,0,0,M,1,166571,заняться образованием,C,получение образования
282,сотрудник,0,2194.220566878695,49,1,1,F,0,142594,сыграть свадьбу,C,проведение свадьбы
283,компаньон,0,1477.438114132203,44,0,0,M,0,2265604,ремонт жилью,A,операции с недвижимостью
284,сотрудник,0,2492.511176895801,50,1,2,F,0,350426,жилье,B,операции с недвижимостью
285,компаньон,0,409.9317196216043,52,1,0,F,0,152620,высшее образование,C,получение образования
286,сотрудник,0,2194.220566878695,49,1,0,F,0,142594,строительство недвижимости,C,операции с недвижимостью
287,компаньон,2,996.6636454714396,31,1,0,M,0,138977,автомобиль,C,операции с автомобилем
288,сотрудник,0,514.1330268628275,36,1,4,F,0,74207,покупка своего жилья,C,операции с недвижимостью
289,сотрудник,0,2194.220566878695,42,1,0,F,0,142594,покупка жилья для семьи,C,операции с недвижимостью
290,госслужащий,0,5064.461671683854,44,1,0,M,0,123925,покупка жилой недвижимости,C,операции с недвижимостью
291,компаньон,0,1541.1395595856268,61,1,0,F,0,274464,дополнительное образование,B,получение образования
292,сотрудник,0,276.5104925451733,57,1,3,F,0,68693,покупка коммерческой недвижимости,C,операции с недвижимостью
293,компаньон,1,2194.220566878695,31,1,0,F,0,172357,получение высшего образования,C,получение образования
294,компаньон,2,2186.7437607989073,36,1,0,F,0,92094,операции с недвижимостью,C,операции с недвижимостью
295,сотрудник,0,1601.5868095596493,47,0,0,M,0,96836,покупка своего жилья,C,операции с недвижимостью
296,компаньон,0,1181.8784027893469,52,1,0,M,0,213824,операции с жильем,B,операции с недвижимостью
297,сотрудник,1,3151.0139074975586,41,3,3,F,0,143160,покупка коммерческой недвижимости,C,операции с недвижимостью
